Order,AreaNumb,Taxon,Rel,Hclust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,526,Verrucomicrobia,0.009625114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,526,Other,0.043948632,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,530,Actinobacteria,0.037332311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,530,Bacteroidetes,0.259563051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,530,Cyanobacteria,0.020007666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,530,Firmicutes,0.007282484,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,530,Planctomycetes,0.007819088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,530,Proteobacteria,0.576312764,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,530,Verrucomicrobia,0.049750862,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,530,Other,0.041931774,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,552,Actinobacteria,0.003906937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,552,Bacteroidetes,0.191791912,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,552,Cyanobacteria,0.025060716,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,552,Firmicutes,0.228960614,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,552,Planctomycetes,0.003062194,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,552,Proteobacteria,0.457639647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,552,Verrucomicrobia,0.015275773,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,552,Other,0.074302207,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,556,Actinobacteria,0.030760217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,556,Bacteroidetes,0.035593965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,556,Cyanobacteria,0.019408232,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,556,Firmicutes,0.130584444,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,556,Planctomycetes,0.016844881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,556,Proteobacteria,0.607001611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,556,Verrucomicrobia,0.025487037,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,556,Other,0.134319613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,558,Actinobacteria,0.034355375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,558,Bacteroidetes,0.0701884,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,558,Cyanobacteria,0.147765054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,558,Firmicutes,0.007757665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,558,Planctomycetes,0.005725896,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,558,Proteobacteria,0.710011082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,558,Verrucomicrobia,0.014407093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,558,Other,0.009789435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,559,Actinobacteria,0.062192205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,559,Bacteroidetes,0.104263402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,559,Cyanobacteria,0.089911355,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,559,Firmicutes,0.01041227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,559,Planctomycetes,0.000984944,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,559,Proteobacteria,0.699451245,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,559,Verrucomicrobia,0.019980301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,559,Other,0.012804278,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,565,Actinobacteria,0.003932962,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,565,Bacteroidetes,0.054352833,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,565,Cyanobacteria,0.129433441,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,565,Firmicutes,0.025192219,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,565,Planctomycetes,0.01438543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,565,Proteobacteria,0.731920774,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,565,Verrucomicrobia,0.008326542,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,565,Other,0.032455799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,567,Actinobacteria,0.109729009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,567,Bacteroidetes,0.126166148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,567,Cyanobacteria,0.003553976,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,567,Firmicutes,0.012883163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,567,Planctomycetes,0.023100844,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,567,Proteobacteria,0.686361617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,567,Verrucomicrobia,0.030653043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,567,Other,0.0075522,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,587,Actinobacteria,0.000604014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,587,Bacteroidetes,0.114186091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,587,Cyanobacteria,0.093704527,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,587,Firmicutes,0.065178596,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,587,Planctomycetes,0.004639925,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,587,Proteobacteria,0.663976059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,587,Verrucomicrobia,0.031161629,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,587,Other,0.026549159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,590,Actinobacteria,0.040335168,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,590,Bacteroidetes,0.115419371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,590,Cyanobacteria,0.003121663,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,590,Firmicutes,0.018483529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,590,Planctomycetes,0.061858211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,590,Proteobacteria,0.545469482,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,590,Verrucomicrobia,0.130370492,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,590,Other,0.084942084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,597,Actinobacteria,0.013678906,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,597,Bacteroidetes,0.147508199,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,597,Cyanobacteria,0.008319334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,597,Firmicutes,0.075033997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,597,Planctomycetes,0.006079514,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,597,Proteobacteria,0.611791057,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,597,Verrucomicrobia,0.092552596,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,597,Other,0.045036397,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,598,Actinobacteria,0.126459144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,598,Bacteroidetes,0.10311284,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,598,Cyanobacteria,0.035019455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,598,Firmicutes,0.010700389,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,598,Planctomycetes,0.01848249,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,598,Proteobacteria,0.678988327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,598,Verrucomicrobia,0.011673152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,598,Other,0.015564203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,607,Actinobacteria,0.000696015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,607,Bacteroidetes,0.199060379,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,607,Cyanobacteria,0.027956615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,607,Firmicutes,0.002088046,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,607,Planctomycetes,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,607,Proteobacteria,0.753204571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,607,Verrucomicrobia,0.002436054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,607,Other,0.01455832,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,615,Actinobacteria,0.009070909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,615,Bacteroidetes,0.011914029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,615,Cyanobacteria,0.00030462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,615,Firmicutes,0.067185649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,615,Planctomycetes,6.77E-05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,615,Proteobacteria,0.900896937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,615,Verrucomicrobia,0.00213234,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,615,Other,0.008427816,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,618,Actinobacteria,0.059599156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,618,Bacteroidetes,0.445206282,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,618,Cyanobacteria,0.007852789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,618,Firmicutes,0.004746835,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,618,Planctomycetes,0.001465073,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,618,Proteobacteria,0.43870136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,618,Verrucomicrobia,0.018987342,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,618,Other,0.023441163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,619,Actinobacteria,0.01693772,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,619,Bacteroidetes,0.144120513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,619,Cyanobacteria,0.049539084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,619,Firmicutes,0.013190437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,619,Planctomycetes,0.035374354,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,619,Proteobacteria,0.527617477,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,619,Verrucomicrobia,0.162781983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,619,Other,0.050438432,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,620,Actinobacteria,0.015444993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,620,Bacteroidetes,0.120521585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,620,Cyanobacteria,0.050301726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,620,Firmicutes,0.021901507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,620,Planctomycetes,0.010929654,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,620,Proteobacteria,0.681563067,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,620,Verrucomicrobia,0.056800439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,620,Other,0.042537029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,676,Actinobacteria,0.044342188,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,676,Bacteroidetes,0.112737921,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,676,Cyanobacteria,0.007529805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,676,Firmicutes,0.01659346,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,676,Planctomycetes,0.035139092,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,676,Proteobacteria,0.654605034,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,676,Verrucomicrobia,0.025029631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,676,Other,0.104022869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,700,Actinobacteria,0.012244898,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,700,Bacteroidetes,0.082771713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,700,Cyanobacteria,0.045847176,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,700,Firmicutes,0.052112008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,700,Planctomycetes,0.008258187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,700,Proteobacteria,0.723872805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,700,Verrucomicrobia,0.015567157,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,700,Other,0.059326056,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,725,Actinobacteria,0.003925096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,725,Bacteroidetes,0.077050454,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,725,Cyanobacteria,0.002064764,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,725,Firmicutes,0.029213345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,725,Planctomycetes,4.09E-05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,725,Proteobacteria,0.849885518,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,725,Verrucomicrobia,0.002596288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,725,Other,0.035223635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900,Actinobacteria,0.006190493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900,Bacteroidetes,0.291460015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900,Cyanobacteria,0.003620172,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900,Firmicutes,0.019910944,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900,Planctomycetes,0.001556674,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900,Proteobacteria,0.647865909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900,Verrucomicrobia,0.006081888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900,Other,0.023313905,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,972,Actinobacteria,0.052151656,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,972,Bacteroidetes,0.074868021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,972,Cyanobacteria,0.00543913,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,972,Firmicutes,0.027035674,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,972,Planctomycetes,0.000959846,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,972,Proteobacteria,0.784994401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,972,Verrucomicrobia,0.02287634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,972,Other,0.031674932,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,973,Actinobacteria,0.138411519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,973,Bacteroidetes,0.104040873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,973,Cyanobacteria,0.046911287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,973,Firmicutes,0.149094287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,973,Planctomycetes,0.001857873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,973,Proteobacteria,0.48583372,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,973,Verrucomicrobia,0.067347887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,973,Other,0.006502554,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,975,Actinobacteria,0.077738516,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,975,Bacteroidetes,0.08635159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,975,Cyanobacteria,0.06360424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,975,Firmicutes,0.005300353,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,975,Planctomycetes,0.003091873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,975,Proteobacteria,0.742270318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,975,Verrucomicrobia,0.01590106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,975,Other,0.00574205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,978,Actinobacteria,0.023633575,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,978,Bacteroidetes,0.110220301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,978,Cyanobacteria,0.032487451,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,978,Firmicutes,0.024051868,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,978,Planctomycetes,0.023494144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,978,Proteobacteria,0.621653653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,978,Verrucomicrobia,0.064626325,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,978,Other,0.099832683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1931,Actinobacteria,0.076029103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1931,Bacteroidetes,0.096855315,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1931,Cyanobacteria,0.023023585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1931,Firmicutes,0.082254993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1931,Planctomycetes,0.026417306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1931,Proteobacteria,0.561672933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1931,Verrucomicrobia,0.023170077,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1931,Other,0.110576688,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1932,Actinobacteria,0.000848745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1932,Bacteroidetes,0.087331368,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1932,Cyanobacteria,0.005583847,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1932,Firmicutes,0.165907263,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1932,Planctomycetes,0.000536049,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1932,Proteobacteria,0.689359421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1932,Verrucomicrobia,0.010274279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1932,Other,0.040159028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3333,Actinobacteria,0.060469157,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3333,Bacteroidetes,0.096046916,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3333,Cyanobacteria,0.070851434,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3333,Firmicutes,0.008514335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3333,Planctomycetes,0.033709818,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3333,Proteobacteria,0.544352737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3333,Verrucomicrobia,0.159991312,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3333,Other,0.026064291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3922,Actinobacteria,0.010503999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3922,Bacteroidetes,0.054832803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3922,Cyanobacteria,0.003951046,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3922,Firmicutes,0.043461501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3922,Planctomycetes,0.001541871,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3922,Proteobacteria,0.846583791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3922,Verrucomicrobia,0.006263853,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3922,Other,0.032861136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4022,Actinobacteria,0.024974171,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4022,Bacteroidetes,0.113327871,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4022,Cyanobacteria,0.007802202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
